dataset,comparison,positive_label,negative_label,n_positive,n_negative,Name,Term,ES,NES,NOM p-val,FDR q-val,FWER p-val,Tag %,Gene %,Lead_genes
GSE181157,B_ALL_RASmut_vs_RASwt,RAS/MAPK mutated,RAS/MAPK wild-type,47,89,prerank,B_ALL_EARLY_PROGENITOR,-0.6155178385804752,-1.9561114968397015,0.0,0.0043383947939262466,0.004305705059203444,7/16,5.34%,ENSG00000175097;ENSG00000128322;ENSG00000196092;ENSG00000157404;ENSG00000166349;ENSG00000128218;ENSG00000071564
GSE181157,B_ALL_RASmut_vs_RASwt,RAS/MAPK mutated,RAS/MAPK wild-type,47,89,prerank,CHR16_16P_MAPK3_REGION,-0.39461206155076545,-1.9358048283990434,0.0,0.0036153289949385397,0.005382131324004306,40/96,23.59%,ENSG00000196118;ENSG00000103485;ENSG00000151006;ENSG00000174943;ENSG00000103495;ENSG00000149922;ENSG00000149926;ENSG00000196296;ENSG00000188322;ENSG00000090238;ENSG00000099381;ENSG00000197471;ENSG00000178188;ENSG00000168488;ENSG00000169951;ENSG00000167394;ENSG00000197162;ENSG00000169221;ENSG00000080603;ENSG00000169203;ENSG00000179965;ENSG00000175938;ENSG00000103549;ENSG00000156860;ENSG00000140691;ENSG00000089280;ENSG00000156858;ENSG00000140750;ENSG00000169682;ENSG00000149930;ENSG00000102870;ENSG00000047578;ENSG00000099364;ENSG00000229809;ENSG00000180035;ENSG00000177548;ENSG00000196502;ENSG00000180096;ENSG00000169957;ENSG00000169877
GSE181157,B_ALL_RASmut_vs_RASwt,RAS/MAPK mutated,RAS/MAPK wild-type,47,89,prerank,RAS_MAPK_CORE,0.5334496740900712,1.9291837723484844,0.0014388489208633094,0.0010535557506584725,0.003,13/43,9.12%,ENSG00000187678;ENSG00000139318;ENSG00000244405;ENSG00000155903;ENSG00000175832;ENSG00000136158;ENSG00000170345;ENSG00000122877;ENSG00000169032;ENSG00000100485;ENSG00000177885;ENSG00000164056;ENSG00000179388
GSE181157,B_ALL_RASmut_vs_RASwt,RAS/MAPK mutated,RAS/MAPK wild-type,47,89,prerank,CHR16_DOSAGE_EXPRESSED,-0.2951240798162246,-1.7842861870081428,0.0,0.010303687635574836,0.0193756727664155,217/584,24.40%,ENSG00000156968;ENSG00000196118;ENSG00000197774;ENSG00000176678;ENSG00000162004;ENSG00000140854;ENSG00000205022;ENSG00000242612;ENSG00000103485;ENSG00000261732;ENSG00000007545;ENSG00000178773;ENSG00000159753;ENSG00000151006;ENSG00000132613;ENSG00000103245;ENSG00000176715;ENSG00000161996;ENSG00000103202;ENSG00000187535;ENSG00000138834;ENSG00000103489;ENSG00000129993;ENSG00000135740;ENSG00000162066;ENSG00000008710;ENSG00000059145;ENSG00000007541;ENSG00000103253;ENSG00000102935;ENSG00000174943;ENSG00000131650;ENSG00000103197;ENSG00000103495;ENSG00000102970;ENSG00000141012;ENSG00000131149;ENSG00000149922;ENSG00000103326;ENSG00000103168;ENSG00000166123;ENSG00000188536;ENSG00000196123;ENSG00000149926;ENSG00000196296;ENSG00000007516;ENSG00000007376;ENSG00000103316;ENSG00000129925;ENSG00000102981;ENSG00000127586;ENSG00000157350;ENSG00000217930;ENSG00000153443;ENSG00000103024;ENSG00000168676;ENSG00000131653;ENSG00000103199;ENSG00000185883;ENSG00000188322;ENSG00000103269;ENSG00000185864;ENSG00000206177;ENSG00000102977;ENSG00000167513;ENSG00000172366;ENSG00000258429;ENSG00000090447;ENSG00000102996;ENSG00000127564;ENSG00000005187;ENSG00000167962;ENSG00000039523;ENSG00000090238;ENSG00000103254;ENSG00000172828;ENSG00000169246;ENSG00000102858;ENSG00000103260;ENSG00000099381;ENSG00000095906;ENSG00000187741;ENSG00000157353;ENSG00000059122;ENSG00000122390;ENSG00000161999;ENSG00000197562;ENSG00000197471;ENSG00000103222;ENSG00000100726;ENSG00000167930;ENSG00000038358;ENSG00000167523;ENSG00000257108;ENSG00000162062;ENSG00000168096;ENSG00000197912;ENSG00000103043;ENSG00000141084;ENSG00000178188;ENSG00000174177;ENSG00000102890;ENSG00000167965;ENSG00000168488;ENSG00000103148;ENSG00000183426;ENSG00000171724;ENSG00000183751;ENSG00000127580;ENSG00000169951;ENSG00000140983;ENSG00000243716;ENSG00000179588;ENSG00000085644;ENSG00000103319;ENSG00000167394;ENSG00000197162;ENSG00000172824;ENSG00000102901;ENSG00000169221;ENSG00000153406;ENSG00000122386;ENSG00000167377;ENSG00000130731;ENSG00000188827;ENSG00000080603;ENSG00000067365;ENSG00000169203;ENSG00000167967;ENSG00000158545;ENSG00000176842;ENSG00000179965;ENSG00000103005;ENSG00000159792;ENSG00000162073;ENSG00000166676;ENSG00000175938;ENSG00000058600;ENSG00000005189;ENSG00000188897;ENSG00000090565;ENSG00000103549;ENSG00000156860;ENSG00000167978;ENSG00000167508;ENSG00000140691;ENSG00000167522;ENSG00000089280;ENSG00000196557;ENSG00000185669;ENSG00000158792;ENSG00000131165;ENSG00000166446;ENSG00000182685;ENSG00000156858;ENSG00000166188;ENSG00000140750;ENSG00000169682;ENSG00000197599;ENSG00000158717;ENSG00000149930;ENSG00000102870;ENSG00000047578;ENSG00000205937;ENSG00000103227;ENSG00000103257;ENSG00000007392;ENSG00000135722;ENSG00000140848;ENSG00000162065;ENSG00000048471;ENSG00000131148;ENSG00000261884;ENSG00000162032;ENSG00000099364;ENSG00000179583;ENSG00000224470;ENSG00000262246;ENSG00000103021;ENSG00000167968;ENSG00000229809;ENSG00000102878;ENSG00000090857;ENSG00000205250;ENSG00000180035;ENSG00000153815;ENSG00000187193;ENSG00000196155;ENSG00000177548;ENSG00000103249;ENSG00000089486;ENSG00000183044;ENSG00000167969;ENSG00000196502;ENSG00000198931;ENSG00000039068;ENSG00000168140;ENSG00000103264;ENSG00000186187;ENSG00000103248;ENSG00000103152;ENSG00000180096;ENSG00000205078;ENSG00000167972;ENSG00000006007;ENSG00000038532;ENSG00000169957;ENSG00000169877;ENSG00000103089;ENSG00000103091;ENSG00000166851;ENSG00000167208;ENSG00000185324;ENSG00000186260;ENSG00000141076;ENSG00000102967;ENSG00000007038
GSE181157,B_ALL_RASmut_vs_RASwt,RAS/MAPK mutated,RAS/MAPK wild-type,47,89,prerank,B_ALL_MATURE_B,0.6031735768762786,1.704520405049765,0.012618296529968454,0.005970149253731343,0.032,10/15,20.03%,ENSG00000269404;ENSG00000156738;ENSG00000112149;ENSG00000153064;ENSG00000143297;ENSG00000111732;ENSG00000136573;ENSG00000117322;ENSG00000104894;ENSG00000101017
GSE181157,B_ALL_RASmut_vs_RASwt,RAS/MAPK mutated,RAS/MAPK wild-type,47,89,prerank,B_ALL_STEM_CELL_LIKE,-0.3874918783544968,-1.219477800498658,0.20520231213872833,0.17787418655097614,0.3444564047362756,6/15,14.16%,ENSG00000179348;ENSG00000157404;ENSG00000078399;ENSG00000117400;ENSG00000085276;ENSG00000143995
GSE181157,ETV6_like_RASmut_vs_RASwt,ETV6/RAS mutated,ETV6/RAS wild-type,4,27,prerank,MAPK_ERK_FEEDBACK,0.548319032080708,1.7867311711539462,0.0035842293906810036,0.020823798627002288,0.013,12/26,25.53%,ENSG00000170345;ENSG00000187678;ENSG00000136158;ENSG00000139318;ENSG00000122877;ENSG00000177606;ENSG00000175832;ENSG00000110092;ENSG00000244405;ENSG00000136997;ENSG00000125740;ENSG00000120738
GSE181157,ETV6_like_RASmut_vs_RASwt,ETV6/RAS mutated,ETV6/RAS wild-type,4,27,prerank,B_ALL_MATURE_B,-0.6126551074917976,-1.7507503840765346,0.006521739130434782,0.007713498622589532,0.027635619242579325,8/15,18.62%,ENSG00000240505;ENSG00000159958;ENSG00000117322;ENSG00000104894;ENSG00000111732;ENSG00000143297;ENSG00000012124;ENSG00000019582
GSE181157,ETV6_like_RASmut_vs_RASwt,ETV6/RAS mutated,ETV6/RAS wild-type,4,27,prerank,CHR16_DOSAGE_EXPRESSED,0.2568393026589178,1.373588081029029,0.0,0.27711670480549205,0.283,160/584,22.91%,ENSG00000140932;ENSG00000182601;ENSG00000181938;ENSG00000166451;ENSG00000125170;ENSG00000131153;ENSG00000004779;ENSG00000171241;ENSG00000010539;ENSG00000175643;ENSG00000102904;ENSG00000180185;ENSG00000140830;ENSG00000140993;ENSG00000167186;ENSG00000140876;ENSG00000005194;ENSG00000168701;ENSG00000102978;ENSG00000005189;ENSG00000149929;ENSG00000188603;ENSG00000230989;ENSG00000153048;ENSG00000179965;ENSG00000140990;ENSG00000103160;ENSG00000125166;ENSG00000184857;ENSG00000132604;ENSG00000172840;ENSG00000088682;ENSG00000083093;ENSG00000167515;ENSG00000213853;ENSG00000135698;ENSG00000090861;ENSG00000197302;ENSG00000103494;ENSG00000179958;ENSG00000196678;ENSG00000171208;ENSG00000168802;ENSG00000140873;ENSG00000103051;ENSG00000103343;ENSG00000079616;ENSG00000131652;ENSG00000170540;ENSG00000008516;ENSG00000086504;ENSG00000166595;ENSG00000196502;ENSG00000124074;ENSG00000167005;ENSG00000140987;ENSG00000131143;ENSG00000103510;ENSG00000197006;ENSG00000103423;ENSG00000237172;ENSG00000140740;ENSG00000177508;ENSG00000176842;ENSG00000180917;ENSG00000162063;ENSG00000091651;ENSG00000149927;ENSG00000167397;ENSG00000161981;ENSG00000070761;ENSG00000169189;ENSG00000140931;ENSG00000182810;ENSG00000069329;ENSG00000167977;ENSG00000178952;ENSG00000167264;ENSG00000184939;ENSG00000149932;ENSG00000132600;ENSG00000099385;ENSG00000102931;ENSG00000162062;ENSG00000179918;ENSG00000103121;ENSG00000102898;ENSG00000007038;ENSG00000167526;ENSG00000149925;ENSG00000074071;ENSG00000171724;ENSG00000103485;ENSG00000168411;ENSG00000103351;ENSG00000103021;ENSG00000103544;ENSG00000103429;ENSG00000174628;ENSG00000161980;ENSG00000166548;ENSG00000155330;ENSG00000065427;ENSG00000155393;ENSG00000153774;ENSG00000069345;ENSG00000103540;ENSG00000103018;ENSG00000033011;ENSG00000153406;ENSG00000168872;ENSG00000156853;ENSG00000184517;ENSG00000205423;ENSG00000133393;ENSG00000072736;ENSG00000159720;ENSG00000103507;ENSG00000125124;ENSG00000175595;ENSG00000140688;ENSG00000140859;ENSG00000135736;ENSG00000168807;ENSG00000156873;ENSG00000251692;ENSG00000159579;ENSG00000168286;ENSG00000067955;ENSG00000102886;ENSG00000015413;ENSG00000149923;ENSG00000168404;ENSG00000167191;ENSG00000141076;ENSG00000103363;ENSG00000169592;ENSG00000118894;ENSG00000169955;ENSG00000166971;ENSG00000185716;ENSG00000066654;ENSG00000149926;ENSG00000174109;ENSG00000180035;ENSG00000189091;ENSG00000102893;ENSG00000127554;ENSG00000102900;ENSG00000205456;ENSG00000090863;ENSG00000085721;ENSG00000176476;ENSG00000103353;ENSG00000011638;ENSG00000261609;ENSG00000167981;ENSG00000162073;ENSG00000167261;ENSG00000159461
GSE181157,ETV6_like_RASmut_vs_RASwt,ETV6/RAS mutated,ETV6/RAS wild-type,4,27,prerank,CHR16_16P_MAPK3_REGION,0.32074833403116704,1.3637779872067626,0.0433996383363472,0.1948893974065599,0.293,30/96,22.19%,ENSG00000182601;ENSG00000149929;ENSG00000188603;ENSG00000179965;ENSG00000197302;ENSG00000179958;ENSG00000079616;ENSG00000196502;ENSG00000103510;ENSG00000149927;ENSG00000167397;ENSG00000169189;ENSG00000178952;ENSG00000149932;ENSG00000099385;ENSG00000179918;ENSG00000149925;ENSG00000103485;ENSG00000156853;ENSG00000103507;ENSG00000140688;ENSG00000156873;ENSG00000102886;ENSG00000149923;ENSG00000169592;ENSG00000169955;ENSG00000149926;ENSG00000180035;ENSG00000205456;ENSG00000176476
GSE181157,ETV6_like_RASmut_vs_RASwt,ETV6/RAS mutated,ETV6/RAS wild-type,4,27,prerank,B_ALL_EARLY_PROGENITOR,0.43480192246573823,1.2669799720041703,0.19553072625698323,0.24307780320366132,0.445,7/16,26.70%,ENSG00000169575;ENSG00000196549;ENSG00000157404;ENSG00000107447;ENSG00000168685;ENSG00000166349;ENSG00000128322
GSE181157,ETV6_like_RASmut_vs_RASwt,ETV6/RAS mutated,ETV6/RAS wild-type,4,27,prerank,RAS_MAPK_CORE,0.31089063404935746,1.1389815527942306,0.26582278481012656,0.3540045766590389,0.66,7/43,8.02%,ENSG00000170345;ENSG00000187678;ENSG00000136158;ENSG00000139318;ENSG00000122877;ENSG00000177606;ENSG00000175832
GSE181157,ETV6_like_RASmut_vs_RASwt,ETV6/RAS mutated,ETV6/RAS wild-type,4,27,prerank,B_ALL_PRE_BCR_PRE_B,0.35531742065275196,1.0064815962236764,0.4637404580152672,0.5160564454614798,0.858,3/15,9.52%,ENSG00000169575;ENSG00000196549;ENSG00000007312
GSE181157,ETV6_like_RASmut_vs_RASwt,ETV6/RAS mutated,ETV6/RAS wild-type,4,27,prerank,B_ALL_STEM_CELL_LIKE,0.31194684806429335,0.8642250090015894,0.6595330739299611,0.7050343249427917,0.969,3/15,12.43%,ENSG00000007062;ENSG00000135363;ENSG00000157404
GSE227832,GSE227832_ETV6_RUNX1_or_like_vs_other_BALL,ETV6::RUNX1/like,other B-ALL,49,252,prerank,B_ALL_PRE_BCR_PRE_B,0.6704752619624341,1.6891929555561034,0.012779552715654952,0.03728191000918274,0.029,7/15,11.13%,ENSG00000166349;ENSG00000110777;ENSG00000196549;ENSG00000105369;ENSG00000175097;ENSG00000128218;ENSG00000196092
GSE227832,GSE227832_ETV6_RUNX1_or_like_vs_other_BALL,ETV6::RUNX1/like,other B-ALL,49,252,prerank,B_ALL_EARLY_PROGENITOR,0.5833092790984277,1.4724515783650982,0.05756578947368421,0.13241505968778697,0.173,8/16,11.13%,ENSG00000166349;ENSG00000157404;ENSG00000196549;ENSG00000175097;ENSG00000138795;ENSG00000168685;ENSG00000128218;ENSG00000196092
GSE227832,GSE227832_ETV6_RUNX1_or_like_vs_other_BALL,ETV6::RUNX1/like,other B-ALL,49,252,prerank,B_ALL_MATURE_B,0.5414860571874702,1.3988094304331424,0.08957654723127036,0.15169880624426077,0.273,7/15,12.63%,ENSG00000101017;ENSG00000163534;ENSG00000159958;ENSG00000019582;ENSG00000143297;ENSG00000104894;ENSG00000117322
GSE227832,GSE227832_ETV6_RUNX1_or_like_vs_other_BALL,ETV6::RUNX1/like,other B-ALL,49,252,prerank,MAPK_ERK_FEEDBACK,-0.40159747744806346,-1.2217574943320837,0.20533333333333334,0.18551859099804305,0.4002145922746781,10/21,18.37%,ENSG00000179388;ENSG00000175832;ENSG00000137331;ENSG00000120738;ENSG00000125740;ENSG00000171223;ENSG00000136997;ENSG00000170345;ENSG00000159388;ENSG00000122877
GSE227832,GSE227832_ETV6_RUNX1_or_like_vs_other_BALL,ETV6::RUNX1/like,other B-ALL,49,252,prerank,B_ALL_STEM_CELL_LIKE,0.4662778668895468,1.1778839197815634,0.27495908346972175,0.3699265381083563,0.654,6/15,8.98%,ENSG00000157404;ENSG00000179348;ENSG00000152804;ENSG00000117400;ENSG00000157554;ENSG00000085276
GSE227832,GSE227832_ETV6_RUNX1_or_like_vs_other_BALL,ETV6::RUNX1/like,other B-ALL,49,252,prerank,CHR16_16P_MAPK3_REGION,0.29507543926949126,1.10908680447841,0.2619047619047619,0.41035812672176303,0.777,42/119,28.30%,ENSG00000188322;ENSG00000155592;ENSG00000099365;ENSG00000140682;ENSG00000182601;ENSG00000079616;ENSG00000169896;ENSG00000099364;ENSG00000167395;ENSG00000140750;ENSG00000090238;ENSG00000102882;ENSG00000197302;ENSG00000205456;ENSG00000099377;ENSG00000169957;ENSG00000077235;ENSG00000282034;ENSG00000167397;ENSG00000103510;ENSG00000089280;ENSG00000169877;ENSG00000205629;ENSG00000150281;ENSG00000168488;ENSG00000149930;ENSG00000103495;ENSG00000169951;ENSG00000099381;ENSG00000103549;ENSG00000102870;ENSG00000099385;ENSG00000156873;ENSG00000180096;ENSG00000213658;ENSG00000197165;ENSG00000156858;ENSG00000185947;ENSG00000174943;ENSG00000080603;ENSG00000047578;ENSG00000176476
