feature,feature_category,n,feature_n,prevalence,event_n,event_positive_rate,event_negative_rate,event_odds_ratio,event_fisher_p,poor_5y_n,poor_5y_positive_rate,poor_5y_negative_rate,poor_5y_odds_ratio,poor_5y_fisher_p,univ_n,univ_events,univ_hr,univ_ci_low,univ_ci_high,univ_cox_p,adjusted_n,adjusted_events,adjusted_hr,adjusted_ci_low,adjusted_ci_high,adjusted_cox_p,univ_error,event_fisher_fdr,poor_5y_fisher_fdr,univ_cox_fdr,adjusted_cox_fdr
structural_chr_12,structural_chromosome_involvement,141,52,0.3687943262411347,141,0.1538461538461538,0.1797752808988764,0.8295454545454546,0.8178026321652685,135,0.0961538461538461,0.1927710843373494,0.4454787234042553,0.1507792948385858,141,24,0.7688136077900426,0.3289369289925939,1.7969230920145478,0.5438858468137935,141,24,0.7631339472574252,0.3649130008137722,1.5959240151980882,0.472674841721807,,1.0,0.9453463339215809,0.9064764113563224,0.8240356612503942
translocation_12_21,specific_translocation,141,9,0.0638297872340425,141,0.1111111111111111,0.1742424242424242,0.592391304347826,1.0,135,0.125,0.1574803149606299,0.7642857142857142,1.0,141,24,0.6374524880823025,0.0860785213664341,4.720639575493104,0.6593775631841711,141,24,0.7519987649096631,0.1500965972900596,3.767588024216388,0.7288454105850244,,1.0,1.0,0.9615052895255328,0.9729091881484104
loss_chr_X,whole_chromosome_numerical,141,14,0.0992907801418439,141,0.2142857142857142,0.1653543307086614,1.3766233766233766,0.7073152721593544,135,0.2142857142857142,0.1487603305785124,1.5606060606060606,0.457121449294841,141,24,1.3081188775698278,0.3901478032770214,4.3859659941223335,0.6634691993322367,141,24,1.260483464413614,0.4153346811372574,3.8253934386352935,0.6827613449547689,,0.9851891290791008,0.9453463339215809,0.9615052895255328,0.9729091881484104
structural_chr_9,structural_chromosome_involvement,141,15,0.1063829787234042,141,0.1333333333333333,0.1746031746031746,0.7272727272727273,1.0,135,0.1333333333333333,0.1583333333333333,0.8178137651821862,1.0,141,24,0.7311551466388585,0.1719048622464853,3.109788992995284,0.6716139109304167,141,24,0.8535096937506647,0.246947346949051,2.949935710289892,0.8023318967332714,,1.0,1.0,0.9615052895255328,0.9729091881484104
structural_chr_13,structural_chromosome_involvement,141,9,0.0638297872340425,141,0.2222222222222222,0.1666666666666666,1.4285714285714286,0.6501179152554809,135,0.2222222222222222,0.1507936507936507,1.6090225563909777,0.6302308892810539,141,24,1.3288053652457306,0.3123942744367621,5.652228107859494,0.7003459480115418,141,24,1.519115799168223,0.3887074291691343,5.936888873503824,0.5476838339984784,,0.9751768728832214,0.9453463339215809,0.9615052895255328,0.8240356612503942
del_12p,deletion,141,24,0.1702127659574468,141,0.2083333333333333,0.1623931623931624,1.3573407202216066,0.5602938042983572,135,0.125,0.1621621621621621,0.7380952380952381,0.7660498272769767,141,24,1.1941464477829598,0.4458287373725799,3.1985056574784267,0.7241145492232337,141,24,1.0681656451587267,0.4376741183001263,2.6069118501427035,0.8848231161127829,,0.9751768728832214,0.9458001102902048,0.9615052895255328,0.9729091881484104
structural_chr_11,structural_chromosome_involvement,141,9,0.0638297872340425,141,0.2222222222222222,0.1666666666666666,1.4285714285714286,0.6501179152554809,135,0.2222222222222222,0.1507936507936507,1.6090225563909777,0.6302308892810539,141,24,1.2756287195588052,0.2998877792254458,5.426125180446049,0.7417326519196968,141,24,1.0239108009174436,0.2745725267932795,3.818274684942228,0.971930171758672,,0.9751768728832214,0.9453463339215809,0.9615052895255328,0.9729091881484104
normal_clone_present,karyotype_pattern,141,127,0.900709219858156,141,0.1732283464566929,0.1428571428571428,1.2571428571428571,1.0,135,0.1557377049180328,0.1538461538461538,1.0145631067961165,1.0,141,24,1.2376870215541296,0.2909861570866761,5.264405628984042,0.7728144954117175,141,24,1.1777970277414291,0.3410943288283165,4.066927302255939,0.7957746231577822,,1.0,1.0,0.9660181192646468,0.9729091881484104
structural_type_add,structural_event_type,141,44,0.3120567375886525,141,0.1590909090909091,0.1752577319587628,0.890302066772655,1.0,135,0.1627906976744186,0.1521739130434782,1.0833333333333333,1.0,141,24,0.909386407989238,0.3770962637993374,2.1930305824393628,0.8325055355811015,141,24,0.871785917984421,0.4027722895772125,1.8869487957915825,0.7276326932253949,,1.0,1.0,0.9985542690512856,0.9729091881484104
del_chr_12,deletion,141,26,0.1843971631205673,141,0.1923076923076923,0.1652173913043478,1.2030075187969924,0.7742035334474702,135,0.1153846153846153,0.1651376146788991,0.6594202898550725,0.7643378207373781,141,24,1.0752746661006096,0.401434828799449,2.880207507195162,0.8852076357727927,141,24,0.9848809713957826,0.4088198674966209,2.372659953532023,0.9729091881484104,,1.0,0.9458001102902048,0.9985542690512856,0.9729091881484104
normal_karyotype_only,karyotype_pattern,141,23,0.1631205673758865,141,0.1739130434782608,0.1694915254237288,1.0315789473684212,1.0,135,0.1739130434782608,0.1517857142857142,1.1764705882352942,0.7573850060650127,141,24,1.0410856602220817,0.3558203571562711,3.0460858411314358,0.9414030407793786,141,24,1.0670571483130435,0.4120711162818546,2.7631418771587968,0.8936399513414571,,1.0,0.9458001102902048,0.9985542690512856,0.9729091881484104
del_9p,deletion,141,6,0.0425531914893617,141,0.1666666666666666,0.1703703703703703,0.9739130434782608,1.0,135,0.1666666666666666,0.1550387596899224,1.09,1.0,141,24,0.9428372868193337,0.1273394910433866,6.9808834803177024,0.9540476728268468,141,24,1.0901684584932725,0.1799829505737846,6.603221383496441,0.9251563975359864,,1.0,1.0,0.9985542690512856,0.9729091881484104
loss_chr_15,whole_chromosome_numerical,141,6,0.0425531914893617,141,0.1666666666666666,0.1703703703703703,0.9739130434782608,1.0,135,0.1666666666666666,0.1550387596899224,1.09,1.0,141,24,1.037676071916033,0.1401010846487922,7.685676616468442,0.9711226117922198,141,24,1.2951546098621818,0.2105590523181997,7.966532167481032,0.7802157273326646,,1.0,1.0,0.9985542690512856,0.9729091881484104
multiple_clones,karyotype_pattern,141,111,0.7872340425531915,141,0.1711711711711711,0.1666666666666666,1.0326086956521738,1.0,135,0.1509433962264151,0.1724137931034483,0.8533333333333334,0.7760411161355527,141,24,1.0111612702022066,0.3775436967903259,2.708155699722276,0.982382529127404,141,24,0.9804400498115744,0.4105377619861283,2.3414720405354643,0.9645260434719168,,1.0,0.9458001102902048,0.9985542690512856,0.9729091881484104
structural_chr_19,structural_chromosome_involvement,141,6,0.0425531914893617,141,0.1666666666666666,0.1703703703703703,0.9739130434782608,1.0,135,0.1666666666666666,0.1550387596899224,1.09,1.0,141,24,0.9981507344389364,0.134791796994485,7.391435613116368,0.9985542690512856,141,24,0.8835172436672026,0.1512728547507233,5.160229977437896,0.8906055069724051,,1.0,1.0,0.9985542690512856,0.9729091881484104
structural_chr_14,structural_chromosome_involvement,141,7,0.0496453900709219,141,0.0,0.1791044776119403,0.0,0.6027919774299961,135,0.0,0.1640625,0.0,0.5954312656539141,141,24,,,,,141,24,0.3260177822987839,0.0313578486100779,3.389505310031312,0.3481524381720037,math range error,0.9751768728832214,0.9453463339215809,,0.8240356612503942
structural_chr_5,structural_chromosome_involvement,141,7,0.0496453900709219,141,0.0,0.1791044776119403,0.0,0.6027919774299961,135,0.0,0.1627906976744186,0.0,0.5895986888809037,141,24,,,,,141,24,0.3581371602714697,0.032732002915588,3.9185571960898704,0.4002489809073697,math range error,0.9751768728832214,0.9453463339215809,,0.8240356612503942
structural_type_dic,structural_event_type,141,7,0.0496453900709219,141,0.0,0.1791044776119403,0.0,0.6027919774299961,135,0.0,0.1640625,0.0,0.5954312656539141,141,24,,,,,141,24,0.2687042613562316,0.0285687361390711,2.5273074636386568,0.2504781918413338,math range error,0.9751768728832214,0.9453463339215809,,0.8240356612503942
structural_type_i,structural_event_type,141,7,0.0496453900709219,141,0.0,0.1791044776119403,0.0,0.6027919774299961,135,0.0,0.1640625,0.0,0.5954312656539141,141,24,,,,,141,24,0.2506220406626359,0.0274744907267581,2.286171849028317,0.2198732328672107,math range error,0.9751768728832214,0.9453463339215809,,0.8240356612503942
